network,infection_probability,source_vertex,mean_total_infected,median_total_infected,variance_total_infected,std_total_infected,skewness_total_infected,min_total_infected,max_total_infected,mean_final_tick
graf_generat_100_99,0.01,51,1.03,1.0,0.029393939393939385,0.17144660799776526,5.594649463592134,1,2,1.03
graf_generat_100_99,0.01,56,1.03,1.0,0.029393939393939396,0.1714466079977653,5.594649463592132,1,2,1.03
graf_generat_100_99,0.01,58,1.03,1.0,0.029393939393939396,0.1714466079977653,5.594649463592132,1,2,1.03
graf_generat_100_99,0.01,64,1.03,1.0,0.0293939393939394,0.1714466079977653,5.594649463592129,1,2,1.03
graf_generat_100_99,0.01,66,1.03,1.0,0.02939393939393941,0.17144660799776532,5.59464946359213,1,2,1.03
graf_generat_100_99,0.01,73,1.03,1.0,0.029393939393939392,0.1714466079977653,5.594649463592133,1,2,1.03
graf_generat_100_99,0.01,74,1.03,1.0,0.029393939393939396,0.1714466079977653,5.594649463592133,1,2,1.03
graf_generat_100_99,0.01,79,1.03,1.0,0.029393939393939392,0.1714466079977653,5.5946494635921304,1,2,1.03
graf_generat_100_99,0.01,99,1.03,1.0,0.029393939393939385,0.17144660799776526,5.594649463592135,1,2,1.03
graf_generat_100_99,0.01,12,1.02,1.0,0.01979797979797979,0.14070529413628965,6.962011221737285,1,2,1.02
graf_generat_100_99,0.01,13,1.02,1.0,0.01979797979797979,0.14070529413628965,6.9620112217372885,1,2,1.02
graf_generat_100_99,0.01,17,1.02,1.0,0.0197979797979798,0.1407052941362897,6.962011221737282,1,2,1.02
graf_generat_100_99,0.01,19,1.02,1.0,0.0197979797979798,0.1407052941362897,6.962011221737282,1,2,1.02
graf_generat_100_99,0.01,36,1.02,1.0,0.0197979797979798,0.1407052941362897,6.962011221737282,1,2,1.02
graf_generat_100_99,0.01,40,1.02,1.0,0.0197979797979798,0.1407052941362897,6.962011221737283,1,2,1.02
graf_generat_100_99,0.01,42,1.02,1.0,0.019797979797979797,0.14070529413628968,6.962011221737287,1,2,1.02
graf_generat_100_99,0.01,43,1.02,1.0,0.019797979797979797,0.14070529413628968,6.962011221737285,1,2,1.02
graf_generat_100_99,0.01,47,1.02,1.0,0.019797979797979814,0.14070529413628974,6.962011221737282,1,2,1.02
graf_generat_100_99,0.01,52,1.02,1.0,0.019797979797979797,0.14070529413628968,6.962011221737287,1,2,1.02
graf_generat_100_99,0.01,62,1.02,1.0,0.019797979797979797,0.14070529413628968,6.962011221737282,1,2,1.02
graf_generat_100_99,0.01,70,1.02,1.0,0.019797979797979797,0.14070529413628968,6.962011221737285,1,2,1.02
graf_generat_100_99,0.01,89,1.02,1.0,0.0197979797979798,0.1407052941362897,6.962011221737285,1,2,1.02
graf_generat_100_99,0.01,91,1.02,1.0,0.019797979797979797,0.14070529413628968,6.962011221737283,1,2,1.02
graf_generat_100_99,0.01,5,1.01,1.0,0.009999999999999998,0.09999999999999999,10.000000000000007,1,2,1.01
graf_generat_100_99,0.01,6,1.01,1.0,0.010000000000000007,0.10000000000000003,10.000000000000007,1,2,1.01
graf_generat_100_99,0.01,7,1.01,1.0,0.010000000000000002,0.1,9.999999999999996,1,2,1.01
graf_generat_100_99,0.01,9,1.01,1.0,0.01,0.1,10.0,1,2,1.01
graf_generat_100_99,0.01,20,1.01,1.0,0.010000000000000004,0.10000000000000002,9.999999999999996,1,2,1.01
graf_generat_100_99,0.01,25,1.01,1.0,0.010000000000000005,0.10000000000000003,9.999999999999996,1,2,1.01
graf_generat_100_99,0.01,26,1.01,1.0,0.010000000000000007,0.10000000000000003,10.000000000000007,1,2,1.01
graf_generat_100_99,0.01,28,1.01,1.0,0.009999999999999998,0.09999999999999999,10.0,1,2,1.01
graf_generat_100_99,0.01,29,1.01,1.0,0.010000000000000004,0.10000000000000002,10.0,1,2,1.01
graf_generat_100_99,0.01,31,1.01,1.0,0.010000000000000007,0.10000000000000003,10.000000000000007,1,2,1.01
graf_generat_100_99,0.01,32,1.01,1.0,0.009999999999999998,0.09999999999999999,10.000000000000009,1,2,1.01
graf_generat_100_99,0.01,38,1.01,1.0,0.009999999999999998,0.09999999999999999,10.000000000000002,1,2,1.01
graf_generat_100_99,0.01,41,1.01,1.0,0.01,0.1,10.000000000000002,1,2,1.01
graf_generat_100_99,0.01,44,1.01,1.0,0.01,0.1,10.000000000000002,1,2,1.01
graf_generat_100_99,0.01,50,1.01,1.0,0.009999999999999998,0.09999999999999999,10.000000000000005,1,2,1.01
graf_generat_100_99,0.01,53,1.01,1.0,0.009999999999999997,0.09999999999999998,10.000000000000002,1,2,1.01
graf_generat_100_99,0.01,54,1.01,1.0,0.010000000000000004,0.10000000000000002,9.999999999999996,1,2,1.01
graf_generat_100_99,0.01,59,1.01,1.0,0.009999999999999998,0.09999999999999999,10.000000000000002,1,2,1.01
graf_generat_100_99,0.01,61,1.01,1.0,0.010000000000000004,0.10000000000000002,9.999999999999998,1,2,1.01
graf_generat_100_99,0.01,63,1.01,1.0,0.009999999999999998,0.09999999999999999,10.000000000000007,1,2,1.01
graf_generat_100_99,0.01,77,1.01,1.0,0.009999999999999998,0.09999999999999999,10.000000000000005,1,2,1.01
graf_generat_100_99,0.01,81,1.01,1.0,0.009999999999999998,0.09999999999999999,10.000000000000002,1,2,1.01
graf_generat_100_99,0.01,82,1.01,1.0,0.010000000000000004,0.10000000000000002,9.999999999999996,1,2,1.01
graf_generat_100_99,0.01,84,1.01,1.0,0.010000000000000004,0.10000000000000002,9.999999999999996,1,2,1.01
graf_generat_100_99,0.01,88,1.01,1.0,0.009999999999999998,0.09999999999999999,10.000000000000002,1,2,1.01
graf_generat_100_99,0.01,95,1.01,1.0,0.009999999999999998,0.09999999999999999,10.0,1,2,1.01
graf_generat_100_99,0.01,100,1.01,1.0,0.009999999999999998,0.09999999999999999,10.000000000000007,1,2,1.01
graf_generat_100_99,0.01,3,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,4,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,10,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,11,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,14,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,23,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,24,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,27,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,30,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,34,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,45,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,46,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,48,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,49,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,60,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,65,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,67,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,68,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,69,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,72,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,76,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,83,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,86,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,93,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,94,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.01,96,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.04,85,1.33,1.0,0.34454545454545454,0.5869799439039247,1.918176460582886,1,4,1.29
graf_generat_100_99,0.04,57,1.31,1.0,0.2968686868686868,0.5448565745851717,1.5731914211322147,1,3,1.29
graf_generat_100_99,0.04,98,1.28,1.0,0.26424242424242433,0.5140451577852128,1.6565197017755124,1,3,1.26
graf_generat_100_99,0.04,15,1.26,1.0,0.3357575757575757,0.5794459213400123,2.7715830003156925,1,4,1.24
graf_generat_100_99,0.04,92,1.25,1.0,0.25000000000000017,0.5000000000000001,1.8862090290661715,1,3,1.24
graf_generat_100_99,0.04,80,1.23,1.0,0.23949494949494954,0.48938221207451904,2.0598904565706984,1,3,1.21
graf_generat_100_99,0.04,78,1.19,1.0,0.17565656565656565,0.4191140246479061,2.016317521609693,1,3,1.18
graf_generat_100_99,0.04,87,1.19,1.0,0.2362626262626263,0.4860685407045248,2.6011868151820403,1,3,1.15
graf_generat_100_99,0.04,37,1.18,1.0,0.18949494949494955,0.43531017619043727,2.4098690292692586,1,3,1.16
graf_generat_100_99,0.04,75,1.18,1.0,0.2298989898989899,0.4794778304562057,2.723453374232064,1,3,1.16
graf_generat_100_99,0.04,56,1.17,1.0,0.18292929292929289,0.42770234150550646,2.5389500327115417,1,3,1.16
graf_generat_100_99,0.04,13,1.16,1.0,0.1761616161616161,0.4197161137740796,2.6792121677015728,1,3,1.15
graf_generat_100_99,0.04,58,1.16,1.0,0.15595959595959602,0.39491720139745246,2.3728610413294082,1,3,1.16
graf_generat_100_99,0.04,73,1.14,1.0,0.12161616161616165,0.34873508801977704,2.1067391919833307,1,2,1.14
graf_generat_100_99,0.04,90,1.14,1.0,0.20242424242424242,0.44991581704163547,3.9960223054522603,1,4,1.14
graf_generat_100_99,0.04,8,1.13,1.0,0.1546464646464645,0.39325114703769715,3.187892572044153,1,3,1.13
graf_generat_100_99,0.04,16,1.13,1.0,0.19505050505050503,0.4416452253228886,3.4997342896517174,1,3,1.12
graf_generat_100_99,0.04,18,1.13,1.0,0.13444444444444445,0.3666666666666667,2.8413499133688056,1,3,1.13
graf_generat_100_99,0.04,35,1.13,1.0,0.11424242424242423,0.3379976689896311,2.2340451136054766,1,2,1.13
graf_generat_100_99,0.04,52,1.12,1.0,0.10666666666666666,0.3265986323710904,2.3745053629020627,1,2,1.12
graf_generat_100_99,0.04,33,1.11,1.0,0.09888888888888893,0.3144660377352202,2.531015346137634,1,2,1.11
graf_generat_100_99,0.04,36,1.11,1.0,0.11909090909090908,0.3450955072018601,3.2543806168947746,1,3,1.11
graf_generat_100_99,0.04,84,1.11,1.0,0.09888888888888901,0.3144660377352203,2.5310153461376323,1,2,1.11
graf_generat_100_99,0.04,25,1.1,1.0,0.09090909090909093,0.30151134457776363,2.7074488084533876,1,2,1.1
graf_generat_100_99,0.04,44,1.1,1.0,0.13131313131313133,0.36237153766973934,3.8989619618854947,1,3,1.1
graf_generat_100_99,0.04,51,1.1,1.0,0.11111111111111113,0.33333333333333337,3.5064935064935066,1,3,1.1
graf_generat_100_99,0.04,55,1.1,1.0,0.09090909090909093,0.30151134457776363,2.707448808453387,1,2,1.1
graf_generat_100_99,0.04,64,1.1,1.0,0.11111111111111113,0.33333333333333337,3.5064935064935074,1,3,1.09
graf_generat_100_99,0.04,67,1.1,1.0,0.09090909090909093,0.30151134457776363,2.707448808453387,1,2,1.1
graf_generat_100_99,0.04,70,1.1,1.0,0.1111111111111111,0.3333333333333333,3.5064935064935066,1,3,1.09
graf_generat_100_99,0.04,71,1.1,1.0,0.17171717171717182,0.41438770700537414,5.040775821534192,1,4,1.09
graf_generat_100_99,0.04,74,1.1,1.0,0.09090909090909087,0.3015113445777636,2.707448808453389,1,2,1.1
graf_generat_100_99,0.04,48,1.09,1.0,0.1635353535353536,0.4043950463783571,5.385700521057008,1,4,1.09
graf_generat_100_99,0.04,59,1.09,1.0,0.10292929292929291,0.32082595426382343,3.8003863657521646,1,3,1.09
graf_generat_100_99,0.04,95,1.09,1.0,0.08272727272727276,0.2876234912646614,2.909131970405074,1,2,1.09
graf_generat_100_99,0.04,97,1.09,1.0,0.14333333333333334,0.37859388972001823,5.5264752729579065,1,4,1.08
graf_generat_100_99,0.04,2,1.08,1.0,0.07434343434343435,0.27265992434429076,3.1436334444974516,1,2,1.08
graf_generat_100_99,0.04,14,1.08,1.0,0.09454545454545454,0.30748244591432294,4.149088392369237,1,3,1.07
graf_generat_100_99,0.04,41,1.08,1.0,0.1551515151515152,0.39389277113386484,5.778597948450603,1,4,1.07
graf_generat_100_99,0.04,46,1.08,1.0,0.07434343434343434,0.2726599243442907,3.143633444497453,1,2,1.08
graf_generat_100_99,0.04,89,1.08,1.0,0.09454545454545456,0.307482445914323,4.1490883923692365,1,3,1.08
graf_generat_100_99,0.04,91,1.08,1.0,0.07434343434343435,0.27265992434429076,3.1436334444974507,1,2,1.08
graf_generat_100_99,0.04,4,1.07,1.0,0.06575757575757575,0.2564323999762428,3.422153442737594,1,2,1.07
graf_generat_100_99,0.04,10,1.07,1.0,0.08595959595959597,0.29318866956210293,4.571772360513697,1,3,1.07
graf_generat_100_99,0.04,17,1.07,1.0,0.12636363636363637,0.3554766326548573,6.502553712348419,1,4,1.07
graf_generat_100_99,0.04,22,1.07,1.0,0.08595959595959597,0.29318866956210293,4.5717723605137,1,3,1.07
graf_generat_100_99,0.04,40,1.07,1.0,0.06575757575757575,0.2564323999762428,3.4221534427375957,1,2,1.07
graf_generat_100_99,0.04,54,1.07,1.0,0.06575757575757575,0.2564323999762428,3.422153442737596,1,2,1.07
graf_generat_100_99,0.04,62,1.07,1.0,0.08595959595959594,0.2931886695621029,4.571772360513702,1,3,1.07
graf_generat_100_99,0.04,65,1.07,1.0,0.08595959595959592,0.2931886695621028,4.571772360513704,1,3,1.07
graf_generat_100_99,0.04,5,1.06,1.0,0.056969696969697,0.23868325657594208,3.7621373051266573,1,2,1.06
graf_generat_100_99,0.04,24,1.06,1.0,0.07717171717171718,0.2777979790634143,5.097866250703369,1,3,1.06
graf_generat_100_99,0.04,29,1.06,1.0,0.05696969696969694,0.23868325657594197,3.7621373051266627,1,2,1.06
graf_generat_100_99,0.04,30,1.06,1.0,0.056969696969696976,0.23868325657594203,3.7621373051266596,1,2,1.06
graf_generat_100_99,0.04,43,1.06,1.0,0.09737373737373735,0.3120476524086303,5.509948789990148,1,3,1.06
graf_generat_100_99,0.04,45,1.06,1.0,0.056969696969697,0.23868325657594208,3.762137305126658,1,2,1.06
graf_generat_100_99,0.04,72,1.06,1.0,0.07717171717171716,0.27779797906341425,5.097866250703371,1,3,1.06
graf_generat_100_99,0.04,96,1.06,1.0,0.05696969696969697,0.23868325657594203,3.762137305126661,1,2,1.06
graf_generat_100_99,0.04,11,1.05,1.0,0.047979797979798,0.21904291355759034,4.1926366483311055,1,2,1.05
graf_generat_100_99,0.04,19,1.05,1.0,0.04797979797979799,0.21904291355759034,4.192636648331105,1,2,1.05
graf_generat_100_99,0.04,53,1.05,1.0,0.0681818181818182,0.2611164839335468,5.77495715789537,1,3,1.05
graf_generat_100_99,0.04,69,1.05,1.0,0.04797979797979799,0.21904291355759034,4.192636648331104,1,2,1.05
graf_generat_100_99,0.04,82,1.05,1.0,0.047979797979797977,0.2190429135575903,4.192636648331107,1,2,1.05
graf_generat_100_99,0.04,93,1.05,1.0,0.04797979797979799,0.21904291355759034,4.192636648331105,1,2,1.05
graf_generat_100_99,0.04,99,1.05,1.0,0.047979797979798025,0.21904291355759042,4.1926366483311055,1,2,1.05
graf_generat_100_99,0.04,6,1.04,1.0,0.0387878787878788,0.19694638556693242,4.766655186393548,1,2,1.04
graf_generat_100_99,0.04,7,1.04,1.0,0.03878787878787879,0.19694638556693236,4.76665518639355,1,2,1.04
graf_generat_100_99,0.04,12,1.04,1.0,0.03878787878787878,0.19694638556693236,4.76665518639355,1,2,1.04
graf_generat_100_99,0.04,20,1.04,1.0,0.03878787878787879,0.19694638556693236,4.766655186393549,1,2,1.04
graf_generat_100_99,0.04,26,1.04,1.0,0.038787878787878795,0.1969463855669324,4.766655186393548,1,2,1.04
graf_generat_100_99,0.04,28,1.04,1.0,0.058989898989898995,0.24287836253956216,6.6852682967545665,1,3,1.04
graf_generat_100_99,0.04,31,1.04,1.0,0.05898989898989898,0.24287836253956213,6.685268296754569,1,3,1.03
graf_generat_100_99,0.04,32,1.04,1.0,0.038787878787878795,0.1969463855669324,4.766655186393549,1,2,1.04
graf_generat_100_99,0.04,38,1.04,1.0,0.0387878787878788,0.19694638556693242,4.766655186393548,1,2,1.04
graf_generat_100_99,0.04,39,1.04,1.0,0.058989898989898995,0.24287836253956216,6.685268296754568,1,3,1.04
graf_generat_100_99,0.04,47,1.04,1.0,0.038787878787878795,0.1969463855669324,4.766655186393547,1,2,1.04
graf_generat_100_99,0.04,49,1.04,1.0,0.03878787878787879,0.19694638556693236,4.766655186393549,1,2,1.04
graf_generat_100_99,0.04,60,1.04,1.0,0.038787878787878816,0.19694638556693245,4.76665518639355,1,2,1.04
graf_generat_100_99,0.04,79,1.04,1.0,0.038787878787878795,0.1969463855669324,4.766655186393545,1,2,1.04
graf_generat_100_99,0.04,86,1.04,1.0,0.038787878787878816,0.19694638556693245,4.766655186393545,1,2,1.04
graf_generat_100_99,0.04,88,1.04,1.0,0.058989898989898995,0.24287836253956216,6.6852682967545665,1,3,1.04
graf_generat_100_99,0.04,23,1.03,1.0,0.029393939393939413,0.17144660799776534,5.594649463592129,1,2,1.03
graf_generat_100_99,0.04,27,1.03,1.0,0.029393939393939403,0.17144660799776532,5.594649463592133,1,2,1.03
graf_generat_100_99,0.04,61,1.03,1.0,0.029393939393939396,0.1714466079977653,5.5946494635921304,1,2,1.03
graf_generat_100_99,0.04,63,1.03,1.0,0.049595959595959596,0.22270150335361366,7.983799150635166,1,3,1.03
graf_generat_100_99,0.04,66,1.03,1.0,0.029393939393939392,0.1714466079977653,5.59464946359213,1,2,1.03
graf_generat_100_99,0.04,76,1.03,1.0,0.029393939393939403,0.17144660799776532,5.5946494635921304,1,2,1.03
graf_generat_100_99,0.04,77,1.03,1.0,0.0293939393939394,0.1714466079977653,5.594649463592129,1,2,1.03
graf_generat_100_99,0.04,94,1.03,1.0,0.029393939393939385,0.17144660799776526,5.5946494635921304,1,2,1.03
graf_generat_100_99,0.04,100,1.03,1.0,0.049595959595959596,0.22270150335361366,7.983799150635168,1,3,1.03
graf_generat_100_99,0.04,9,1.02,1.0,0.01979797979797979,0.14070529413628965,6.9620112217372885,1,2,1.02
graf_generat_100_99,0.04,21,1.02,1.0,0.019797979797979794,0.14070529413628968,6.962011221737287,1,2,1.02
graf_generat_100_99,0.04,42,1.02,1.0,0.019797979797979797,0.14070529413628968,6.962011221737287,1,2,1.02
graf_generat_100_99,0.04,68,1.02,1.0,0.019797979797979794,0.14070529413628968,6.962011221737287,1,2,1.02
graf_generat_100_99,0.04,81,1.02,1.0,0.019797979797979794,0.14070529413628968,6.962011221737288,1,2,1.02
graf_generat_100_99,0.04,83,1.02,1.0,0.019797979797979794,0.14070529413628968,6.962011221737285,1,2,1.02
graf_generat_100_99,0.04,3,1.01,1.0,0.010000000000000005,0.10000000000000003,9.999999999999996,1,2,1.01
graf_generat_100_99,0.04,50,1.01,1.0,0.010000000000000004,0.10000000000000002,9.999999999999996,1,2,1.01
graf_generat_100_99,0.04,34,1.0,1.0,0.0,0.0,0.0,1,1,1.0
graf_generat_100_99,0.1,85,1.78,2.0,0.7591919191919192,0.8713161993168262,1.5686034240728997,1,6,1.66
graf_generat_100_99,0.1,15,1.76,1.0,1.1337373737373737,1.0647710428713648,1.5214792575099958,1,6,1.56
graf_generat_100_99,0.1,75,1.74,2.0,0.7195959595959596,0.8482900209220662,0.8328580511774836,1,4,1.56
graf_generat_100_99,0.1,58,1.6,1.0,0.7272727272727272,0.8528028654224417,1.7748597050352266,1,5,1.53
graf_generat_100_99,0.1,80,1.6,1.0,1.3333333333333328,1.1547005383792512,3.0045779314970376,1,8,1.47
graf_generat_100_99,0.1,57,1.59,1.0,0.6079797979797981,0.7797305932049852,1.6507997073778466,1,5,1.5
graf_generat_100_99,0.1,90,1.55,1.0,0.7146464646464643,0.8453676505795951,1.8361790153289703,1,5,1.48
graf_generat_100_99,0.1,18,1.53,1.0,0.7970707070707069,0.8927881647236969,2.99308602174767,1,7,1.46
graf_generat_100_99,0.1,92,1.51,1.0,0.6362626262626264,0.7976607212735415,2.3428264010187965,1,6,1.45
graf_generat_100_99,0.1,99,1.46,1.0,0.6751515151515151,0.8216760402686177,2.1929006894707093,1,5,1.39
graf_generat_100_99,0.1,35,1.44,1.0,0.6529292929292928,0.8080404030302525,2.425548765820956,1,5,1.39
graf_generat_100_99,0.1,37,1.44,1.0,0.3094949494949494,0.5563227026600204,0.7804217835465576,1,3,1.43
graf_generat_100_99,0.1,13,1.42,1.0,0.34707070707070686,0.5891270720911634,1.0735998816743317,1,3,1.38
graf_generat_100_99,0.1,98,1.39,1.0,0.502929292929293,0.7091750791795303,2.046426882754451,1,4,1.37
graf_generat_100_99,0.1,89,1.38,1.0,1.0056565656565655,1.0028242945085473,3.526155103162758,1,7,1.3
graf_generat_100_99,0.1,56,1.37,1.0,0.5788888888888888,0.7608474807008885,3.190122776601984,1,6,1.32
graf_generat_100_99,0.1,70,1.37,1.0,0.4576767676767676,0.6765181207305297,1.9853744667306648,1,4,1.34
graf_generat_100_99,0.1,71,1.37,1.0,0.45767676767676746,0.6765181207305296,2.384842171629141,1,5,1.35
graf_generat_100_99,0.1,17,1.35,1.0,0.8762626262626264,0.9360890055238479,4.518946204277543,1,8,1.33
graf_generat_100_99,0.1,97,1.35,1.0,0.6136363636363638,0.7833494518006403,3.279069241144155,1,6,1.29
graf_generat_100_99,0.1,44,1.32,1.0,0.5026262626262626,0.7089613971340489,2.3994196007133723,1,4,1.3
graf_generat_100_99,0.1,52,1.32,1.0,0.3814141414141413,0.6175873552900362,2.8211453589804147,1,5,1.29
graf_generat_100_99,0.1,8,1.31,1.0,0.31707070707070706,0.5630903187506486,1.664263446100794,1,3,1.3
graf_generat_100_99,0.1,33,1.3,1.0,0.49494949494949486,0.7035264706814484,3.942771661289992,1,6,1.28
graf_generat_100_99,0.1,87,1.3,1.0,0.2727272727272729,0.5222329678670936,1.5197255678672026,1,3,1.29
graf_generat_100_99,0.1,78,1.29,1.0,0.308989898989899,0.5558685986722932,2.1572209181429107,1,4,1.26
graf_generat_100_99,0.1,31,1.28,1.0,0.3652525252525253,0.6043612539305654,2.308038313096747,1,4,1.28
graf_generat_100_99,0.1,53,1.28,1.0,0.32484848484848483,0.569954809479212,2.2707819090869132,1,4,1.27
graf_generat_100_99,0.1,54,1.28,1.0,0.4056565656565655,0.6369117408688314,2.5559855882832996,1,4,1.25
graf_generat_100_99,0.1,64,1.28,1.0,0.36525252525252494,0.6043612539305651,2.5881944493728177,1,4,1.26
graf_generat_100_99,0.1,73,1.28,1.0,0.4662626262626264,0.6828342597311784,3.6592163342607673,1,5,1.25
graf_generat_100_99,0.1,22,1.27,1.0,0.3001010101010101,0.5478147589295218,1.941471716978195,1,3,1.27
graf_generat_100_99,0.1,16,1.26,1.0,0.33575757575757575,0.5794459213400124,2.453711750623553,1,4,1.25
graf_generat_100_99,0.1,95,1.26,1.0,0.2953535353535354,0.543464382782842,2.403840383669859,1,4,1.24
graf_generat_100_99,0.1,2,1.25,1.0,0.43181818181818177,0.6571287406727709,3.60964493764699,1,5,1.24
graf_generat_100_99,0.1,14,1.25,1.0,0.2904040404040405,0.5388914922357194,2.0993504450431275,1,3,1.23
graf_generat_100_99,0.1,40,1.25,1.0,0.25,0.5,1.8862090290661717,1,3,1.25
graf_generat_100_99,0.1,55,1.25,1.0,0.2702020202020202,0.519809599951771,2.008907637696608,1,3,1.24
graf_generat_100_99,0.1,20,1.24,1.0,0.36606060606060603,0.6050294257807681,2.9097893453839476,1,4,1.24
graf_generat_100_99,0.1,62,1.24,1.0,0.34585858585858603,0.5880974288828221,2.6332988394160206,1,4,1.23
graf_generat_100_99,0.1,26,1.22,1.0,0.39555555555555544,0.6289320754704402,3.773951302243571,1,5,1.2
graf_generat_100_99,0.1,29,1.22,1.0,0.47636363636363627,0.6901910144037202,6.263934061103197,1,7,1.21
graf_generat_100_99,0.1,83,1.22,1.0,0.4561616161616161,0.6753973764841081,3.7178372368336174,1,5,1.19
graf_generat_100_99,0.1,96,1.22,1.0,0.31474747474747483,0.561023595535406,3.8740439942325837,1,5,1.22
graf_generat_100_99,0.1,4,1.21,1.0,0.3291919191919192,0.5737524894864677,2.9218720420032147,1,4,1.21
graf_generat_100_99,0.1,25,1.21,1.0,0.22818181818181818,0.47768380565162366,2.821941535520846,1,4,1.2
graf_generat_100_99,0.1,74,1.21,1.0,0.28878787878787876,0.5373898759633259,2.9264187180976324,1,4,1.19
graf_generat_100_99,0.1,67,1.2,1.0,0.20202020202020202,0.4494665749754947,2.17945424926893,1,3,1.19
graf_generat_100_99,0.1,6,1.19,1.0,0.31707070707070717,0.5630903187506487,4.180939303904593,1,5,1.18
graf_generat_100_99,0.1,23,1.19,1.0,0.2968686868686869,0.5448565745851718,3.158196975715953,1,4,1.19
graf_generat_100_99,0.1,34,1.19,1.0,0.43828282828282844,0.6620293258480536,4.461015683115293,1,5,1.17
graf_generat_100_99,0.1,45,1.19,1.0,0.2362626262626262,0.4860685407045247,2.6011868151820408,1,3,1.19
graf_generat_100_99,0.1,79,1.19,1.0,0.19585858585858582,0.442559132612339,2.2904545434292487,1,3,1.18
graf_generat_100_99,0.1,5,1.18,1.0,0.22989898989898996,0.47947783045620573,3.2844811787459194,1,4,1.18
graf_generat_100_99,0.1,36,1.18,1.0,0.14909090909090914,0.38612291966536916,1.6913298621479584,1,2,1.18
graf_generat_100_99,0.1,51,1.17,1.0,0.2233333333333333,0.4725815626252608,3.440749860894921,1,4,1.16
graf_generat_100_99,0.1,76,1.17,1.0,0.20313131313131313,0.4507009131689364,2.730434229133322,1,3,1.17
graf_generat_100_99,0.1,91,1.17,1.0,0.18292929292929289,0.42770234150550646,2.5389500327115444,1,3,1.15
graf_generat_100_99,0.1,100,1.17,1.0,0.2637373737373736,0.5135536717202727,3.439129595960797,1,4,1.16
graf_generat_100_99,0.1,30,1.16,1.0,0.19636363636363643,0.4431293675255979,2.873582073362317,1,3,1.16
graf_generat_100_99,0.1,46,1.16,1.0,0.2367676767676767,0.48658778937379504,3.6089626851450904,1,4,1.15
graf_generat_100_99,0.1,84,1.16,1.0,0.21656565656565652,0.46536615322309005,3.6100998414504955,1,4,1.14
graf_generat_100_99,0.1,63,1.15,1.0,0.3914141414141415,0.625630994607957,5.691686244067357,1,6,1.13
graf_generat_100_99,0.1,12,1.14,1.0,0.14181818181818182,0.37658754867650873,2.6688573139554714,1,3,1.14
graf_generat_100_99,0.1,38,1.14,1.0,0.14181818181818184,0.37658754867650873,2.668857313955472,1,3,1.14
graf_generat_100_99,0.1,69,1.14,1.0,0.14181818181818182,0.37658754867650873,2.6688573139554705,1,3,1.14
graf_generat_100_99,0.1,93,1.14,1.0,0.2226262626262626,0.4718328757370162,3.9709504051525277,1,4,1.14
graf_generat_100_99,0.1,21,1.13,1.0,0.15464646464646467,0.39325114703769737,3.1878925720441518,1,3,1.13
graf_generat_100_99,0.1,24,1.13,1.0,0.15464646464646462,0.3932511470376973,3.187892572044153,1,3,1.13
graf_generat_100_99,0.1,27,1.13,1.0,0.15464646464646464,0.3932511470376973,3.1878925720441496,1,3,1.13
graf_generat_100_99,0.1,7,1.12,1.0,0.12686868686868696,0.3561863092100635,3.034880015330524,1,3,1.12
